temperature,humidity,wind_speed,traffic_density,industrial_activity,stagnation_index,AQI_1_Hour_Ago,AQI_24_Hours_Ago,AQI_Target
25.4,46.75,10.75,3.0,39.41,3.6322580645161286,106.58,159.55,149.03
25.79,60.87,10.68,9.0,44.83,4.158627087198516,149.03,210.45,211.38
26.3,79.63,9.7,1.0,87.19,8.896938775510204,211.38,130.48,242.05
31.44,57.76,12.27,7.0,46.8,3.7833468067906226,242.05,130.76,164.7
32.13,44.48,10.28,8.0,55.46,5.34296724470135,164.7,187.2,163.76
20.84,36.17,11.45,6.0,93.03,8.054545454545455,163.76,172.86,176.96
20.69,48.42,10.64,4.0,18.42,1.7150837988826817,176.96,184.29,99.45
17.72,53.85,9.99,6.0,19.31,1.9137760158572843,99.45,140.63,129.59
29.89,72.3,9.19,7.0,34.43,3.7061356297093653,129.59,248.27,196.26
35.14,43.19,11.67,10.0,43.34,3.6822429906542062,196.26,137.75,184.77
22.79,83.31,11.65,6.0,45.36,3.8604255319148937,184.77,106.29,182.38
23.31,39.94,13.74,4.0,39.78,2.8742774566473988,182.38,154.61,128.7
35.27,94.97,15.58,5.0,25.33,1.6154336734693877,128.7,207.31,161.37
28.54,85.88,8.44,10.0,69.48,8.135831381733022,161.37,204.4,244.22
28.05,62.12,10.4,4.0,40.92,3.8971428571428572,244.22,106.23,158.4
16.66,35.28,9.42,6.0,73.69,7.740546218487395,158.4,120.09,167.27
29.75,59.17,6.68,4.0,29.66,4.374631268436579,167.27,235.06,128.96
18.5,54.2,11.69,6.0,89.19,7.564885496183207,128.96,198.27,183.89
17.06,40.89,12.33,2.0,16.68,1.341914722445696,183.89,108.56,73.9
22.57,64.37,6.77,7.0,49.71,7.2358078602620095,73.9,142.56,186.53
20.9,47.65,8.88,9.0,30.03,3.344097995545657,186.53,154.79,128.83
23.45,49.28,8.58,10.0,50.71,5.842165898617512,128.83,176.28,233.44
14.91,56.94,5.47,2.0,30.41,5.4596050269299825,233.44,154.14,274.68
31.71,51.38,9.89,7.0,7.09,0.7097097097097097,274.68,106.58,151.41
32.89,91.17,6.56,2.0,34.39,5.163663663663664,151.41,149.03,222.22
11.37,51.96,10.48,9.0,81.92,7.742911153119093,222.22,211.38,207.9
31.85,66.61,10.81,1.0,30.0,2.749770852428964,207.9,242.05,143.49
19.33,62.18,11.18,4.0,60.17,5.334219858156029,143.49,164.7,152.09
31.0,65.29,11.32,2.0,50.11,4.387915936952714,152.09,163.76,154.08
24.52,66.44,14.59,1.0,40.91,2.7848876786929884,154.08,176.96,165.01
25.2,73.22,7.57,2.0,90.87,11.847457627118645,165.01,99.45,241.35
23.7,64.0,7.72,10.0,43.71,5.5895140664961644,241.35,129.59,159.54
33.48,63.37,11.97,6.0,53.39,4.423363711681856,159.54,196.26,172.7
16.32,60.88,9.6,5.0,50.44,5.2,172.7,184.77,174.11
29.25,57.92,13.38,1.0,81.5,6.045994065281899,174.11,182.38,196.21
32.71,46.32,11.69,3.0,20.03,1.698897370653096,196.21,128.7,108.95
30.01,59.09,15.75,10.0,94.88,5.986119873817034,108.95,161.37,220.79
41.27,63.62,9.73,6.0,80.39,8.178026449643948,220.79,244.22,163.98
21.3,66.03,5.55,5.0,57.95,10.256637168141594,163.98,158.4,192.8
31.7,62.7,11.02,6.0,62.36,5.607913669064748,192.8,167.27,163.76
24.26,56.51,9.78,8.0,45.44,4.59919028340081,163.76,128.96,172.63
33.63,59.14,11.6,6.0,53.0,4.52991452991453,172.63,183.89,178.13
24.95,51.7,11.99,5.0,58.4,4.830438378825476,178.13,73.9,185.29
22.28,64.7,8.4,4.0,31.83,3.744705882352941,185.29,186.53,168.33
34.14,56.68,6.97,5.0,80.39,11.370579915134371,168.33,128.83,261.66
21.56,62.71,9.56,9.0,54.48,5.639751552795031,261.66,233.44,131.57
15.11,75.01,2.86,10.0,52.83,17.847972972972972,131.57,274.68,200.69
21.38,49.36,10.24,6.0,32.67,3.159574468085107,200.69,151.41,83.48
29.33,68.95,8.78,5.0,73.39,8.26463963963964,83.48,222.22,225.08
34.74,60.5,12.59,8.0,49.08,3.867612293144208,225.08,207.9,168.21
25.78,60.12,4.04,5.0,39.5,9.541062801932368,168.21,143.49,185.59
34.23,56.76,10.02,5.0,28.28,2.7944664031620556,185.59,152.09,150.24
25.0,70.43,14.73,8.0,46.77,3.153742414025624,150.24,154.08,133.22
21.9,60.12,12.03,9.0,26.61,2.193734542456719,133.22,165.01,183.1
22.98,39.18,12.94,8.0,56.92,4.3650306748466265,183.1,241.35,148.23
24.2,52.19,11.02,9.0,65.49,5.889388489208633,148.23,159.54,186.29
25.59,73.21,5.02,9.0,42.14,8.230468750000002,186.29,172.7,185.73
29.84,53.51,10.5,8.0,54.72,5.162264150943396,185.73,174.11,198.41
21.89,26.7,11.23,7.0,74.4,6.566637246248897,198.41,196.21,137.88
25.97,59.53,6.77,7.0,46.54,6.774381368267832,137.88,108.95,196.0
24.68,43.61,9.62,1.0,47.89,4.926954732510288,196.0,220.79,132.74
18.52,61.98,1.3,7.0,50.11,35.79285714285714,132.74,163.98,177.88
24.2,83.27,9.0,10.0,41.19,4.526373626373626,177.88,192.8,209.42
23.99,71.54,8.69,6.0,42.97,4.888509670079636,209.42,163.76,167.12
23.84,83.05,14.21,1.0,34.62,2.4192872117400417,167.12,172.63,167.3
25.22,51.58,8.19,10.0,58.59,7.06755126658625,167.3,178.13,200.12
25.53,57.85,9.2,10.0,48.57,5.222580645161291,200.12,185.29,165.9
21.97,44.33,9.76,8.0,61.98,6.286004056795132,165.9,168.33,178.84
33.91,49.74,8.23,9.0,70.44,8.456182472989195,178.84,261.66,190.48
16.81,46.1,12.16,2.0,28.99,2.364600326264274,190.48,131.57,112.65
19.95,40.4,4.02,4.0,33.27,8.075242718446605,112.65,200.69,150.97
44.46,80.49,13.41,7.0,63.84,4.725388601036269,150.97,83.48,189.23
17.73,28.62,9.96,1.0,44.91,4.464214711729622,189.23,225.08,133.8
15.52,80.55,13.9,8.0,51.61,3.6864285714285714,133.8,168.21,185.3
30.14,78.69,1.76,9.0,51.67,27.779569892473116,185.3,185.59,180.64
10.46,67.5,2.69,8.0,31.04,11.125448028673835,180.64,150.24,144.72
23.35,43.28,9.12,2.0,60.12,6.52060737527115,144.72,133.22,146.05
40.02,36.27,11.52,8.0,54.98,4.731497418244406,146.05,183.1,153.93
14.19,51.77,8.34,8.0,29.83,3.5343601895734595,153.93,148.23,346.28
11.13,69.38,11.75,2.0,46.7,3.9409282700421944,346.28,186.29,395.79
25.0,60.05,12.94,9.0,47.82,3.6671779141104297,395.79,185.73,183.75
31.29,44.35,12.0,1.0,64.95,5.367768595041323,183.75,198.41,147.81
32.87,77.22,10.31,7.0,73.46,7.056676272814601,147.81,137.88,193.65
21.41,85.27,10.29,2.0,49.83,4.795957651588066,193.65,196.0,183.23
29.78,56.6,8.16,8.0,16.39,1.984261501210654,183.23,132.74,167.74
34.73,61.64,9.83,8.0,64.52,6.497482376636455,167.74,177.88,254.73
37.51,37.37,6.93,4.0,93.96,13.365576102418208,254.73,209.42,203.66
23.28,53.78,7.65,8.0,64.36,8.304516129032258,203.66,167.12,134.19
8.89,67.66,11.54,5.0,44.54,3.8264604810996565,134.19,167.3,116.3
19.25,65.32,8.61,9.0,58.02,6.661308840413319,116.3,200.12,144.94
22.01,52.38,7.79,1.0,66.01,8.366286438529785,144.94,165.9,190.65
23.19,55.89,11.35,5.0,52.26,4.564192139737991,190.65,178.84,165.88
23.68,53.29,11.14,9.0,76.3,6.788256227758007,165.88,190.48,204.67
32.83,55.82,9.35,6.0,27.35,2.8941798941798944,204.67,112.65,172.41
33.92,66.35,9.55,4.0,41.92,4.344041450777202,172.41,150.97,210.67
23.8,30.49,11.25,1.0,59.18,5.214096916299559,210.67,189.23,165.37
32.69,58.88,12.91,10.0,63.97,4.916986933128363,165.37,133.8,210.04
27.5,65.25,10.6,6.0,39.06,3.6504672897196264,210.04,185.3,124.29
25.45,51.44,6.42,7.0,40.95,6.280674846625768,124.29,180.64,148.97
31.35,52.81,9.34,7.0,36.67,3.884533898305085,148.97,144.72,188.83
25.51,53.24,8.78,9.0,35.11,3.9538288288288292,188.83,146.05,139.14
39.4,52.81,6.84,4.0,60.38,8.700288184438042,139.14,153.93,220.07
14.93,60.09,11.49,4.0,49.25,4.249352890422778,220.07,346.28,158.83
21.39,61.94,11.72,5.0,75.95,6.425549915397632,158.83,395.79,217.15
24.11,28.49,12.18,9.0,28.13,2.2907166123778504,217.15,183.75,90.29
28.08,69.79,7.03,2.0,46.86,6.572230014025245,90.29,147.81,197.84
33.88,55.65,10.47,4.0,64.72,6.122989593188269,197.84,193.65,171.71
24.83,88.99,9.98,9.0,56.89,5.6438492063492065,171.71,183.23,215.69
15.04,42.13,10.92,6.0,28.04,2.544464609800363,215.69,167.74,115.82
30.9,46.99,10.39,6.0,73.04,6.962821734985702,115.82,254.73,221.67
30.28,56.96,9.96,7.0,51.92,5.1610337972166995,221.67,203.66,196.32
11.41,66.2,9.6,5.0,88.34,9.107216494845362,196.32,134.19,171.73
24.97,30.74,13.32,4.0,47.36,3.529061102831595,171.73,116.3,109.13
13.87,47.56,7.41,3.0,73.16,9.74167776298269,109.13,144.94,167.67
20.35,68.87,9.48,2.0,42.83,4.470772442588726,167.67,190.65,178.48
18.68,45.78,13.24,7.0,45.28,3.394302848575712,178.48,165.88,128.13
30.66,80.55,7.57,5.0,59.88,7.807040417209909,128.13,204.67,183.14
25.82,53.19,7.72,1.0,15.96,2.0409207161125322,183.14,172.41,84.76
16.0,46.51,12.2,4.0,9.62,0.7821138211382114,84.76,210.67,109.23
31.16,69.15,5.73,9.0,36.46,6.253859348198971,109.23,165.37,128.78
14.96,84.11,11.98,8.0,24.01,1.9875827814569538,128.78,210.04,175.81
27.31,66.25,8.53,7.0,4.89,0.5666280417149478,175.81,124.29,92.09
19.3,78.91,11.23,5.0,64.85,5.723742277140335,92.09,148.97,187.06
22.44,85.15,6.34,1.0,34.18,5.307453416149069,187.06,188.83,143.22
28.53,46.17,13.56,5.0,43.13,3.157393850658858,143.22,139.14,118.22
28.65,74.08,6.35,8.0,52.78,8.18294573643411,118.22,220.07,195.89
34.36,60.12,12.17,4.0,60.09,4.897310513447433,195.89,158.83,157.75
24.42,66.37,6.47,5.0,55.66,8.471841704718416,157.75,217.15,151.85
27.15,58.93,15.42,8.0,54.04,3.481958762886598,151.85,90.29,155.6
21.94,78.64,9.79,5.0,59.39,6.00505561172902,155.6,197.84,198.96
26.27,77.58,15.85,4.0,40.01,2.5084639498432604,198.96,171.71,168.29
28.08,68.55,7.54,4.0,35.75,4.679319371727749,168.29,215.69,113.89
24.31,64.48,8.67,6.0,3.66,0.4173318129988598,113.89,115.82,105.15
12.37,67.63,13.63,10.0,62.77,4.571740713765477,105.15,221.67,130.69
27.32,60.93,5.72,1.0,36.29,6.235395189003437,130.69,196.32,145.62
27.55,59.08,7.9,4.0,89.67,11.20875,145.62,171.73,214.51
20.24,81.64,11.49,1.0,64.76,5.587575496117343,214.51,109.13,210.33
16.01,83.44,6.94,6.0,69.0,9.801136363636363,210.33,167.67,241.97
35.33,57.88,11.57,8.0,64.11,5.4935732647814906,241.97,178.48,167.69
28.44,63.56,10.51,4.0,60.61,5.71253534401508,167.69,128.13,192.97
23.4,61.22,5.46,8.0,59.52,10.705035971223023,192.97,183.14,213.56
17.04,35.82,12.9,2.0,61.38,4.7215384615384615,213.56,84.76,126.01
19.25,54.95,6.21,5.0,53.5,8.478605388272584,126.01,109.23,193.74
34.12,84.0,12.31,3.0,37.67,3.0354552780016117,193.74,128.78,175.53
25.96,48.75,10.39,7.0,26.43,2.51954242135367,175.53,175.81,124.07
21.15,91.72,8.63,9.0,58.46,6.696449026345934,124.07,92.09,218.76
28.57,77.58,6.68,1.0,75.83,11.184365781710916,218.76,187.06,183.64
19.3,66.02,10.99,8.0,47.49,4.2822362488728585,183.64,143.22,172.66
35.51,68.41,7.38,4.0,53.03,7.089572192513369,172.66,118.22,171.7
34.47,46.24,13.62,10.0,23.65,1.7237609329446064,171.7,195.89,128.09
21.73,56.02,13.73,5.0,40.92,2.958785249457701,128.09,157.75,131.78
20.6,81.62,14.93,1.0,25.42,1.6912840984697275,131.78,151.85,142.25
6.67,50.78,10.84,5.0,26.81,2.450639853747715,142.25,155.6,145.34
14.63,75.92,8.79,9.0,51.97,5.845894263217098,145.34,198.96,190.76
15.62,39.34,9.11,8.0,48.85,5.304017372421282,190.76,168.29,173.99
25.95,42.03,8.89,8.0,65.75,7.313681868743048,173.99,113.89,155.57
22.72,88.52,10.74,6.0,65.32,6.025830258302583,155.57,105.15,248.37
15.58,59.82,11.31,9.0,32.52,2.8501314636283963,248.37,130.69,116.82
23.03,51.92,13.69,4.0,11.29,0.8187092095721538,116.82,145.62,67.83
28.54,80.44,10.06,6.0,31.03,3.0541338582677167,67.83,214.51,159.56
28.69,78.69,5.79,6.0,35.79,6.076400679117148,159.56,210.33,166.2
11.7,73.81,8.78,2.0,61.04,6.873873873873874,166.2,241.97,145.33
24.1,51.45,14.67,9.0,62.25,4.214624238320921,145.33,167.69,142.58
15.32,55.7,5.33,5.0,49.07,9.03683241252302,142.58,192.97,78.79
31.31,64.67,12.22,2.0,64.8,5.259740259740259,78.79,213.56,152.87
30.49,70.42,8.83,5.0,101.25,11.33818589025756,152.87,126.01,235.09
25.0,52.37,7.35,6.0,47.63,6.393288590604028,235.09,193.74,199.84
25.0,62.56,11.19,8.0,45.34,4.015943312666077,199.84,175.53,180.65
21.77,64.01,14.68,5.0,33.19,2.2456021650879565,180.65,124.07,144.66
9.23,79.3,11.02,2.0,56.38,5.070143884892087,144.66,218.76,230.48
27.35,71.32,9.21,7.0,72.75,7.814178302900107,230.48,183.64,170.33
23.09,37.4,6.11,5.0,40.03,6.446054750402577,170.33,172.66,142.14
31.79,56.8,9.7,2.0,42.18,4.3040816326530615,142.14,171.7,207.57
17.31,46.07,6.0,6.0,39.57,6.4868852459016395,207.57,128.09,136.06
20.67,68.52,9.07,7.0,26.98,2.942202835332606,136.06,131.78,128.07
14.45,73.85,9.81,8.0,52.68,5.3158425832492435,128.07,142.25,202.69
17.97,61.52,2.92,3.0,53.4,17.68211920529801,202.69,145.34,170.35
16.73,55.98,14.16,4.0,49.17,3.4481065918653577,170.35,190.76,177.77
31.97,61.04,6.28,6.0,86.78,13.601880877742946,177.77,173.99,253.88
20.11,63.13,9.44,3.0,58.0,6.079664570230609,253.88,155.57,172.1
25.87,50.4,11.6,6.0,27.67,2.3649572649572654,172.1,248.37,153.6
22.33,41.72,13.93,9.0,62.65,4.465431218816821,153.6,116.82,374.7
16.11,29.25,7.62,5.0,43.21,5.597150259067358,374.7,67.83,135.16
23.82,79.01,2.47,2.0,43.42,16.894941634241246,135.16,159.56,205.29
29.19,67.45,13.24,10.0,46.53,3.4880059970014994,205.29,166.2,163.39
16.55,65.44,6.25,2.0,44.29,6.974803149606299,163.39,145.33,202.77
30.66,78.98,11.08,6.0,55.4,4.9552772808586765,202.77,142.58,198.68
19.05,41.17,11.26,4.0,92.31,8.125880281690142,198.68,78.79,205.02
21.62,33.97,0.24,9.0,42.63,125.38235294117649,205.02,152.87,130.64
28.71,65.76,5.16,9.0,51.78,9.844106463878328,130.64,235.09,180.62
20.36,64.4,8.62,6.0,54.69,6.271788990825689,180.62,199.84,184.34
25.26,34.03,2.25,10.0,39.75,16.914893617021274,184.34,180.65,180.57
22.8,65.39,5.99,5.0,41.97,6.891625615763547,180.57,144.66,206.71
25.91,54.0,10.37,7.0,69.87,6.673352435530087,206.71,230.48,165.08
8.33,47.89,9.73,5.0,39.79,4.047812817904374,165.08,170.33,112.61
12.19,55.0,10.91,9.0,32.24,2.9282470481380565,112.61,142.14,104.85
29.31,23.38,11.35,9.0,85.66,7.481222707423581,104.85,207.57,199.79
32.26,51.13,4.95,7.0,25.9,5.128712871287129,199.79,136.06,185.1
18.63,49.44,6.15,4.0,67.67,10.8272,185.1,128.07,181.56
23.29,68.36,12.28,1.0,45.97,3.7132471728594507,181.56,202.69,159.2
27.06,57.63,14.57,4.0,25.7,1.7518745739604635,159.2,170.35,126.43
25.0,69.58,9.99,3.0,42.46,4.20812685827552,126.43,177.77,163.08
10.81,21.76,10.78,1.0,45.49,4.181066176470589,163.08,253.88,79.61
18.8,47.41,12.42,10.0,17.4,1.389776357827476,79.61,172.1,138.18
22.67,68.34,10.71,4.0,58.56,5.4172062904717855,138.18,153.6,185.84
29.92,55.37,9.25,7.0,56.54,6.047058823529412,185.84,374.7,167.19
42.49,72.68,9.99,2.0,43.03,4.264618434093162,167.19,135.16,258.26
23.4,60.12,15.96,7.0,59.47,3.7029887920298874,258.26,205.29,143.08
15.15,70.97,10.29,6.0,54.08,5.2050048123195385,143.08,163.39,134.45
27.82,50.41,11.17,9.0,50.44,4.475598935226264,134.45,202.77,214.6
34.25,48.96,10.97,2.0,28.44,2.569105691056911,214.6,198.68,83.69
25.76,74.87,7.56,6.0,44.15,5.763707571801567,83.69,205.02,193.67
18.65,77.43,10.15,6.0,70.02,6.831219512195122,193.67,130.64,217.49
31.71,75.52,9.03,6.0,60.83,6.662650602409639,217.49,180.62,239.24
29.64,90.58,8.98,3.0,3.97,0.43722466960352424,239.24,184.34,113.49
17.82,79.0,10.95,6.0,16.62,1.5040723981900455,113.49,180.57,128.5
27.67,48.07,7.25,9.0,50.02,6.805442176870749,128.5,206.71,170.31
31.98,62.12,6.39,3.0,82.8,12.75808936825886,170.31,165.08,245.12
33.27,54.6,11.51,2.0,41.37,3.5633074935400515,245.12,112.61,160.27
24.53,90.44,8.41,8.0,62.98,7.4007050528789655,160.27,104.85,233.35
22.49,76.57,8.96,3.0,51.65,5.700883002207505,233.35,199.79,213.3
33.59,57.17,4.21,5.0,61.58,14.2877030162413,213.3,185.1,195.34
16.53,60.12,12.89,5.0,71.41,5.497305619707467,195.34,181.56,230.99
28.07,41.52,11.57,2.0,68.88,5.902313624678663,230.99,159.2,167.29
15.41,63.75,12.12,2.0,68.18,5.579378068739772,167.29,126.43,200.72
32.46,45.93,11.16,6.0,37.7,3.3481349911190055,200.72,163.08,130.6
23.19,34.67,5.45,2.0,50.44,9.088288288288288,130.6,79.61,161.55
33.88,71.77,10.69,6.0,60.37,5.594995366079703,161.55,138.18,226.79
28.44,73.63,8.17,6.0,59.65,7.212817412333736,226.79,185.84,175.48
16.44,66.86,7.11,4.0,61.89,8.583911234396671,175.48,167.19,212.69
34.97,57.26,11.5,10.0,14.63,1.2612068965517242,212.69,258.26,134.44
35.86,41.0,14.98,4.0,73.94,4.903183023872679,134.44,143.08,226.32
31.18,42.58,14.48,3.0,15.93,1.0925925925925926,226.32,134.45,91.21
19.67,45.46,11.87,1.0,34.98,2.9223057644110275,91.21,214.6,127.95
22.86,56.49,9.91,4.0,53.91,5.385614385614385,127.95,83.69,162.84
26.02,76.14,9.35,3.0,49.41,5.228571428571429,162.84,193.67,197.23
20.07,75.91,7.29,8.0,78.37,10.604871447902573,197.23,217.49,172.0
36.85,35.27,9.19,5.0,26.58,2.861141011840689,172.0,239.24,89.87
26.01,49.6,12.73,7.0,42.72,3.3296960249415433,89.87,113.49,162.27
6.08,49.2,15.47,3.0,10.61,0.6814386640976235,162.27,128.5,77.28
27.38,22.03,7.55,3.0,52.63,6.879738562091504,77.28,170.31,91.38
22.56,68.49,4.01,6.0,45.84,11.15328467153285,91.38,245.12,168.54
24.48,56.31,8.41,10.0,25.2,2.9612220916568743,168.54,160.27,133.11
22.42,58.3,12.71,4.0,76.18,5.946916471506635,133.11,233.35,177.65
30.65,80.19,16.22,8.0,71.6,4.387254901960784,177.65,213.3,229.77
32.84,61.32,13.93,3.0,51.44,3.6664290805416964,229.77,195.34,194.43
26.98,53.54,13.86,5.0,72.77,5.212750716332378,194.43,230.99,126.85
22.62,68.58,7.45,1.0,48.15,6.377483443708609,126.85,167.29,168.28
24.71,75.88,7.54,1.0,64.27,8.412303664921465,168.28,200.72,202.86
25.14,64.45,6.03,8.0,67.26,10.972267536704733,202.86,130.6,171.1
19.38,70.34,8.0,7.0,28.63,3.534567901234568,171.1,161.55,184.06
29.05,57.82,12.74,1.0,58.65,4.567757009345795,184.06,226.79,175.65
28.22,58.77,14.87,6.0,53.37,3.565130260521042,175.65,175.48,183.19
35.78,61.7,11.04,2.0,29.52,2.649910233393178,183.19,212.69,131.27
33.79,48.7,9.23,1.0,24.45,2.620578778135048,131.27,134.44,106.24
20.2,51.48,6.8,10.0,59.96,8.68985507246377,106.24,226.32,170.18
30.74,80.67,9.66,5.0,44.36,4.545081967213115,170.18,91.21,180.35
18.34,90.12,10.61,5.0,20.7,1.9327731092436975,180.35,127.95,139.13
29.87,83.88,5.61,2.0,61.59,10.786339754816114,139.13,162.84,235.99
21.38,40.15,12.76,5.0,68.7,5.342146189735614,235.99,197.23,230.52
17.84,38.7,8.73,7.0,26.58,3.0101925254813136,230.52,172.0,132.95
26.96,42.14,12.58,4.0,49.97,3.940851735015773,132.95,89.87,95.42
6.28,62.02,9.97,2.0,80.37,7.981132075471699,95.42,162.27,194.42
12.74,17.87,10.89,5.0,31.77,2.8908098271155596,194.42,77.28,64.62
23.76,51.17,7.89,6.0,84.14,10.530663329161452,64.62,91.38,198.85
25.58,81.11,8.97,8.0,43.52,4.7982359426681365,198.85,168.54,183.85
22.41,74.74,11.93,9.0,48.6,4.039900249376559,183.85,133.11,170.98
13.94,52.36,9.61,10.0,22.11,2.2770339855818746,170.98,177.65,98.35
19.27,53.5,6.69,8.0,22.84,3.3637702503681886,98.35,229.77,147.24
27.74,68.51,10.33,7.0,36.88,3.5359539789069996,147.24,194.43,111.38
29.07,74.03,11.16,9.0,67.71,6.013321492007105,111.38,126.85,217.78
24.89,52.0,14.12,9.0,96.81,6.808016877637131,217.78,168.28,193.2
33.1,56.48,13.46,6.0,102.12,7.530973451327434,193.2,202.86,236.52
27.78,51.51,9.81,3.0,47.54,4.797174571140262,236.52,171.1,121.37
19.77,40.03,8.36,8.0,42.87,5.067375886524823,121.37,184.06,149.86
23.04,56.7,9.32,3.0,30.32,3.218683651804671,149.86,175.65,169.54
15.18,55.56,8.43,1.0,72.29,8.474794841735054,169.54,183.19,167.47
24.24,41.09,11.52,4.0,35.48,3.053356282271945,167.47,131.27,109.12
32.78,69.69,13.12,9.0,45.26,3.4236006051437218,109.12,106.24,183.23
29.8,67.25,13.72,8.0,59.94,4.337192474674385,183.23,170.18,189.47
34.81,70.44,8.76,6.0,59.03,6.662528216704289,189.47,180.35,164.2
22.88,48.48,8.46,3.0,37.79,4.414719626168224,164.2,139.13,166.92
34.42,30.25,8.74,3.0,48.1,5.4411764705882355,166.92,235.99,163.8
23.65,67.01,4.2,7.0,38.32,8.911627906976745,163.8,230.52,205.76
35.3,50.04,6.39,5.0,33.35,5.138674884437597,205.76,132.95,165.27
24.85,46.64,9.9,3.0,29.5,2.95,165.27,95.42,171.63
29.95,41.14,11.14,1.0,20.57,1.8300711743772242,171.63,194.42,58.5
25.0,55.87,11.47,9.0,57.24,4.947277441659464,58.5,64.62,219.22
23.65,83.66,7.66,5.0,45.19,5.823453608247423,219.22,198.85,176.04
26.53,52.42,8.53,7.0,27.29,3.162224797219004,176.04,183.85,123.62
34.02,43.65,9.19,10.0,25.44,2.7384284176533913,123.62,170.98,117.11
24.07,69.78,8.86,9.0,25.13,2.8046875,117.11,98.35,163.14
15.75,62.59,12.06,4.0,37.76,3.1052631578947367,163.14,147.24,158.98
40.0,28.21,6.08,5.0,72.51,11.733009708737866,158.98,111.38,174.96
21.71,69.94,6.55,3.0,36.37,5.469172932330827,174.96,217.78,167.0
26.11,91.93,9.1,7.0,61.15,6.646739130434783,167.0,193.2,283.92
33.09,20.99,5.9,1.0,81.21,13.534999999999998,283.92,236.52,164.16
20.74,41.46,4.3,8.0,53.37,12.129545454545456,164.16,121.37,159.1
17.94,17.27,5.52,3.0,34.7,6.17437722419929,159.1,149.86,145.87
26.78,58.87,9.27,4.0,48.21,5.145144076840983,145.87,169.54,124.24
12.45,74.86,11.89,10.0,49.13,4.097581317764804,124.24,167.47,177.73
22.98,61.58,11.95,4.0,84.55,7.016597510373444,177.73,109.12,143.49
26.72,80.88,14.76,7.0,15.35,1.0329744279946165,143.49,183.23,96.84
23.11,72.46,10.3,7.0,72.31,6.952884615384615,96.84,189.47,176.63
14.2,85.53,10.71,4.0,15.14,1.400555041628122,176.63,164.2,110.12
36.16,77.4,9.25,6.0,66.23,7.083422459893049,110.12,166.92,181.94
25.72,53.96,9.39,8.0,41.81,4.405690200210748,181.94,163.8,160.58
35.02,61.0,16.24,10.0,86.52,5.2949816401468786,160.58,205.76,247.35
25.0,46.97,10.78,4.0,63.47,5.833639705882353,247.35,165.27,217.06
18.84,56.54,11.04,1.0,61.47,5.517953321364453,217.06,171.63,138.13
26.88,60.93,6.56,7.0,31.16,4.678678678678679,138.13,58.5,172.41
23.49,58.73,11.23,2.0,86.11,7.60017652250662,172.41,219.22,232.27
16.76,80.13,11.97,3.0,106.3,8.806959403479702,232.27,176.04,245.49
35.29,55.05,13.33,8.0,90.23,6.718540580789278,245.49,123.62,233.74
20.64,46.02,11.89,2.0,29.94,2.4970809007506256,233.74,117.11,125.33
12.12,46.96,9.62,2.0,46.2,4.753086419753087,125.33,163.14,146.95
34.3,69.83,9.99,4.0,26.23,2.599603567888999,146.95,158.98,130.49
21.47,38.95,9.78,6.0,37.81,3.8269230769230775,130.49,174.96,79.57
20.75,60.12,10.32,10.0,55.67,5.342610364683302,79.57,167.0,164.25
12.64,79.91,13.8,2.0,64.59,4.646762589928057,164.25,283.92,159.61
37.19,64.39,13.22,9.0,60.66,4.5540540540540535,159.61,164.16,181.85
15.97,60.12,12.26,2.0,15.58,1.2605177993527508,181.85,159.1,126.28
25.41,59.46,16.09,9.0,49.27,3.0432365657813465,126.28,145.87,189.94
31.39,44.56,2.03,7.0,60.35,28.333333333333336,189.94,124.24,195.08
27.95,47.14,9.99,3.0,68.97,6.835480673934589,195.08,177.73,150.33
24.58,57.07,9.97,9.0,58.56,5.815292949354518,150.33,143.49,168.83
13.09,64.07,7.98,9.0,59.77,7.397277227722773,168.83,96.84,163.98
19.33,74.22,7.21,6.0,45.24,6.188782489740083,163.98,176.63,178.39
26.31,61.39,4.85,2.0,55.44,11.200000000000001,178.39,110.12,170.08
19.49,80.29,9.07,7.0,101.69,11.089422028353326,170.08,181.94,273.59
26.42,84.08,12.68,4.0,74.14,5.801251956181534,273.59,160.58,188.67
29.77,71.93,12.32,4.0,57.29,4.612721417069243,188.67,247.35,234.82
31.74,78.37,7.74,7.0,64.57,8.235969387755102,234.82,217.06,175.97
16.42,45.14,10.66,5.0,51.52,4.788104089219331,175.97,138.13,152.47
40.38,42.76,14.07,1.0,51.42,3.6287932251235007,152.47,172.41,104.49
30.37,67.77,5.44,3.0,69.01,12.456678700361012,104.49,232.27,233.85
24.99,39.88,9.52,7.0,38.02,3.952182952182953,233.85,245.49,135.42
32.63,55.64,10.86,9.0,47.41,4.325729927007299,135.42,233.74,170.74
41.56,71.57,10.03,9.0,22.6,2.2309970384995066,170.74,125.33,133.51
14.93,81.2,12.55,6.0,65.53,5.1802371541501975,133.51,146.95,219.57
23.42,56.19,5.51,5.0,71.39,12.725490196078432,219.57,130.49,214.12
8.35,50.25,6.98,4.0,62.06,8.765536723163843,214.12,79.57,151.15
26.35,64.81,12.05,9.0,45.31,3.729218106995885,151.15,164.25,163.09
27.56,43.9,4.89,6.0,49.12,9.8436873747495,163.09,159.61,141.55
24.73,57.4,12.44,10.0,52.94,4.221690590111643,141.55,181.85,141.81
20.42,59.88,11.35,2.0,71.9,6.279475982532752,141.81,126.28,165.18
